tag,x,y
yellow,-3.29389,9.01166
yellow,-1.74291,7.54349
yellow,-0.200889,6.24995
yellow,1.4592,5.08241
yellow,3.29847,3.93478
yellow,5.31116,2.78703
yellow,7.49458,1.57935
yellow,9.80048,0.270613
yellow,12.2136,-1.18298
yellow,14.6664,-2.83469
yellow,17.064,-4.62487
yellow,19.3365,-6.45201
yellow,21.4376,-8.1399
yellow,23.3683,-9.56616
yellow,25.0702,-10.6443
yellow,26.3833,-11.2584
yellow,27.2725,-11.4547
yellow,27.9855,-11.412
yellow,29.0584,-11.0082
yellow,30.6342,-10.1613
yellow,32.5648,-8.89873
yellow,34.8395,-7.3592
yellow,37.4244,-5.76643
yellow,40.3892,-4.26152
yellow,43.7022,-3.16325
yellow,47.0936,-2.56993
yellow,50.3547,-2.40885
yellow,53.2975,-2.44533
yellow,55.8813,-2.48466
yellow,57.9925,-2.43616
yellow,59.353,-2.25434
yellow,59.9364,-2.0329
yellow,60.2062,-1.80399
yellow,60.6386,-1.0292
yellow,61.2057,0.490539
yellow,61.7412,2.61925
yellow,62.2634,5.20772
yellow,62.8391,8.05863
yellow,63.5494,11.1004
yellow,64.5452,14.1981
yellow,65.8775,17.1651
yellow,67.4857,19.8501
yellow,69.2162,22.2199
yellow,70.9721,24.3576
yellow,72.6889,26.3087
yellow,74.2637,28.1005
yellow,75.6464,29.8009
yellow,76.8116,31.4255
yellow,77.7638,33.0902
yellow,78.6055,34.8991
yellow,79.3526,36.8749
yellow,80.0462,39.0368
yellow,80.7133,41.3582
yellow,81.3778,43.8309
yellow,82.0874,46.453
yellow,82.8742,49.1671
yellow,83.716,51.8915
yellow,84.5474,54.5301
yellow,85.2693,57.0244
yellow,85.8328,59.3354
yellow,86.1667,61.3603
yellow,86.24,63.0342
yellow,86.1015,64.283
yellow,85.7511,65.2239
yellow,85.1123,66.1904
yellow,84.0116,67.3201
yellow,82.426,68.629
yellow,80.4961,70.0565
yellow,78.3084,71.6027
yellow,75.9544,73.3444
yellow,73.5934,75.34
yellow,71.3122,77.6655
yellow,69.3599,80.2983
yellow,67.775,83.011
yellow,66.495,85.7107
yellow,65.4205,88.2562
yellow,64.4397,90.5952
yellow,63.5102,92.661
yellow,62.6152,94.3185
yellow,61.7217,95.5451
yellow,60.8191,96.4243
yellow,59.6965,97.1141
yellow,58.2037,97.7452
yellow,56.3395,98.2779
yellow,54.1292,98.7264
yellow,51.6643,99.1152
yellow,48.9889,99.4734
yellow,46.1383,99.8688
yellow,43.2158,100.363
yellow,40.3264,100.954
yellow,37.5768,101.592
yellow,35.0026,102.18
yellow,32.6139,102.67
yellow,30.4683,102.993
yellow,28.58,103.107
yellow,26.9831,103.016
yellow,25.6369,102.703
yellow,24.339,102.13
yellow,22.9116,101.191
yellow,21.2971,99.8654
yellow,19.548,98.2614
yellow,17.6763,96.4522
yellow,15.6278,94.5294
yellow,13.4001,92.6581
yellow,11.0376,90.9446
yellow,8.63321,89.4701
yellow,6.27655,88.177
yellow,3.98047,87.0061
yellow,1.79111,85.8989
yellow,-0.298222,84.778
yellow,-2.28858,83.6081
yellow,-4.20241,82.3165
yellow,-6.06742,80.8891
yellow,-7.86798,79.3327
yellow,-9.58236,77.6635
yellow,-11.1887,75.8981
yellow,-12.6729,74.0492
yellow,-14.0133,72.1367
yellow,-15.193,70.1772
yellow,-16.2014,68.1847
yellow,-17.0221,66.1815
yellow,-17.6441,64.1819
yellow,-18.0541,62.2601
yellow,-18.2584,59.8001
yellow,-18.3353,58.8309
big_orange,-28.2787,58.8403
big_orange,-28.1259,56.4635
blue,-27.8196,53.6262
blue,-27.4337,51.0618
blue,-27.1239,48.7589
blue,-26.9784,46.6465
blue,-27.0256,44.7423
blue,-27.3714,42.8791
blue,-28.0171,40.8517
blue,-28.9773,38.5902
blue,-30.1164,36.0762
blue,-31.2202,33.3725
blue,-32.1295,30.3907
blue,-32.4813,26.9793
blue,-31.8114,23.4118
blue,-30.1801,20.3151
blue,-28.0843,17.8575
blue,-25.8109,15.7894
blue,-23.4573,13.9471
blue,-21.1985,12.2583
blue,-19.1345,10.6315
blue,-17.2607,9.01465
blue,-15.5362,7.3344
blue,-13.8331,5.57389
blue,-12.1237,3.75803
blue,-10.3256,1.90149
blue,-8.39231,0.0745225
blue,-6.29643,-1.67749
blue,-4.07117,-3.24916
blue,-1.82812,-4.65114
blue,0.413108,-5.93129
blue,2.60642,-7.14452
blue,4.75322,-8.36218
blue,6.8376,-9.615
blue,8.87687,-10.9883
blue,10.9354,-12.5268
blue,13.0725,-14.247
blue,15.3357,-16.0624
blue,17.7265,-17.8227
blue,20.3049,-19.4359
blue,23.2324,-20.749
blue,26.5444,-21.4281
blue,30.0022,-21.2066
blue,33.0912,-20.1589
blue,35.7286,-18.7663
blue,38.0993,-17.2275
blue,40.2702,-15.7561
blue,42.332,-14.4794
blue,44.2506,-13.4859
blue,46.1343,-12.863
blue,48.1828,-12.5104
blue,50.5253,-12.4074
blue,53.1577,-12.4444
blue,55.9327,-12.4845
blue,58.84,-12.4002
blue,61.9688,-11.9062
blue,65.1493,-10.5667
blue,67.8655,-8.23326
blue,69.6414,-5.38233
blue,70.7489,-2.49749
blue,71.4924,0.402275
blue,72.0653,3.22747
blue,72.6117,5.9378
blue,73.1908,8.44674
blue,73.8866,10.6289
blue,74.7446,12.5418
blue,75.817,14.3193
blue,77.1171,16.09
blue,78.5888,17.8779
blue,80.1985,19.7053
blue,81.9021,21.6465
blue,83.5984,23.7374
blue,85.2271,26.0237
blue,86.6422,28.4887
blue,87.8204,31.015
blue,88.7923,33.5747
blue,89.6134,36.1269
blue,90.3478,38.6792
blue,91.0329,41.227
blue,91.7163,43.754
blue,92.4537,46.2977
blue,93.2621,48.913
blue,94.1201,51.6383
blue,94.9327,54.452
blue,95.6321,57.3421
blue,96.114,60.3349
blue,96.2326,63.4185
blue,95.8252,66.6173
blue,94.6827,69.7213
blue,92.9269,72.4299
blue,90.811,74.6528
blue,88.5925,76.5014
blue,86.3567,78.1592
blue,84.1658,79.7077
blue,82.1521,81.1922
blue,80.3852,82.6797
blue,78.912,84.1649
blue,77.7128,85.7964
blue,76.6235,87.6698
blue,75.6245,89.7915
blue,74.6384,92.1333
blue,73.6092,94.5853
blue,72.468,97.106
blue,71.064,99.6681
blue,69.2542,102.122
blue,66.9673,104.311
blue,64.3102,105.986
blue,61.5411,107.172
blue,58.7169,107.991
blue,55.9057,108.567
blue,53.1075,109.01
blue,50.3393,109.382
blue,47.6582,109.753
blue,45.0518,110.193
blue,42.4595,110.724
blue,39.8209,111.337
blue,37.1191,111.954
blue,34.3595,112.517
blue,31.508,112.939
blue,28.5736,113.107
blue,25.5378,112.911
blue,22.4699,112.189
blue,19.572,110.921
blue,17.0013,109.258
blue,14.7501,107.424
blue,12.6948,105.544
blue,10.7774,103.691
blue,8.98168,102.001
blue,7.23954,100.535
blue,5.48427,99.2609
blue,3.6174,98.1212
blue,1.60166,97.017
blue,-0.547169,95.9224
blue,-2.83163,94.7662
blue,-5.20149,93.4934
blue,-7.62695,92.0639
blue,-10.0424,90.434
blue,-12.3803,88.6446
blue,-14.6296,86.7002
blue,-16.7721,84.6138
blue,-18.79,82.3959
blue,-20.6708,80.0519
blue,-22.3962,77.589
blue,-23.9436,75.0173
blue,-25.2966,72.3413
blue,-26.4321,69.5655
blue,-27.3211,66.7027
blue,-27.9504,63.6967
blue,-28.2232,60.638
blue,-28.3193,59.3952
car_start,-23.2956,59.2508
car_angle,3.05939,3.05939
