tag,x,y
yellow,14.0447,101.913
yellow,12.9688,100.618
yellow,11.9103,98.9596
yellow,10.921,97.0112
yellow,10.028,94.8235
yellow,9.24157,92.4642
yellow,8.56887,90.0118
yellow,7.9987,87.4905
yellow,7.49509,84.9079
yellow,6.99803,82.2867
yellow,6.46554,79.6419
yellow,5.82007,76.9705
yellow,4.98042,74.3121
yellow,3.86384,71.6783
yellow,2.35938,69.1392
yellow,0.466699,66.8418
yellow,-1.69564,64.891
yellow,-3.97615,63.2588
yellow,-6.31552,61.8331
yellow,-8.68294,60.5443
yellow,-11.0142,59.3315
yellow,-13.2871,58.1234
yellow,-15.4714,56.8904
yellow,-17.5365,55.5768
yellow,-19.4778,54.1632
yellow,-21.2704,52.6549
yellow,-22.859,51.0873
yellow,-24.1978,49.4937
yellow,-25.2628,47.9099
yellow,-26.0202,46.3944
yellow,-26.4731,44.9565
yellow,-26.6618,43.5496
yellow,-26.5785,42.0141
yellow,-26.2451,40.2528
yellow,-25.6512,38.2955
yellow,-24.8348,36.1595
yellow,-23.8685,33.9069
yellow,-22.796,31.5516
yellow,-21.7173,29.1334
yellow,-20.6863,26.7291
yellow,-19.7218,24.394
yellow,-18.795,22.1636
yellow,-17.8616,20.0263
yellow,-16.8983,17.9799
yellow,-15.875,16.0302
yellow,-14.745,14.149
yellow,-13.4835,12.3147
yellow,-12.0711,10.5225
yellow,-10.5207,8.78712
yellow,-8.84581,7.12786
yellow,-7.06601,5.5691
yellow,-5.19937,4.1321
yellow,-3.26012,2.83091
yellow,-1.27113,1.68683
yellow,0.749484,0.71632
yellow,2.78681,-0.0715327
yellow,4.81655,-0.661703
yellow,6.82548,-1.04487
yellow,8.73549,-1.21719
yellow,11.1932,-1.09992
yellow,12.1613,-1.05028
big_orange,13.5006,-10.8978
big_orange,15.8679,-10.4095
blue,18.6766,-9.69742
blue,21.1822,-8.94626
blue,23.3851,-8.32792
blue,25.3346,-7.93094
blue,26.9805,-7.77647
blue,28.4962,-7.93123
blue,30.1738,-8.37308
blue,32.1157,-9.14747
blue,34.3618,-10.1683
blue,36.8426,-11.2582
blue,39.6017,-12.2931
blue,42.6938,-13.0215
blue,45.9646,-13.2074
blue,49.1714,-12.8025
blue,52.1717,-11.9501
blue,54.9858,-10.7908
blue,57.638,-9.40817
blue,60.1315,-7.90337
blue,62.5089,-6.33081
blue,64.8128,-4.68023
blue,67.0542,-2.91933
blue,69.199,-1.00453
blue,71.2105,1.09013
blue,73.0444,3.41361
blue,74.6157,5.97552
blue,75.8633,8.74233
blue,76.7432,11.6434
blue,77.2836,14.5997
blue,77.5166,17.5918
blue,77.4757,20.5854
blue,77.1903,23.5608
blue,76.68,26.5091
blue,75.9763,29.351
blue,75.1729,32.047
blue,74.3383,34.5779
blue,73.5801,36.9071
blue,72.973,39.0478
blue,72.5569,40.9717
blue,72.3808,42.6344
blue,72.4498,44.1234
blue,72.7631,45.6027
blue,73.3516,47.1957
blue,74.2143,48.9174
blue,75.3485,50.7465
blue,76.7288,52.678
blue,78.3086,54.6917
blue,80.0541,56.782
blue,81.932,58.9779
blue,83.823,61.268
blue,85.6534,63.6644
blue,87.324,66.2325
blue,88.6778,69.0365
blue,89.5344,72.2174
blue,89.4956,75.6882
blue,88.4636,78.9636
blue,86.7178,81.7405
blue,84.5924,84.062
blue,82.2185,86.093
blue,79.6588,87.9158
blue,77.0149,89.5667
blue,74.3652,91.0787
blue,71.7607,92.4651
blue,69.2792,93.7367
blue,66.8817,94.9256
blue,64.5664,96.0422
blue,62.3231,97.1027
blue,60.1376,98.1255
blue,58.003,99.1219
blue,55.9097,100.108
blue,53.8353,101.106
blue,51.7564,102.127
blue,49.646,103.181
blue,47.4886,104.258
blue,45.2783,105.354
blue,42.9997,106.462
blue,40.6451,107.569
blue,38.2091,108.67
blue,35.6635,109.765
blue,33.009,110.826
blue,30.2421,111.828
blue,27.3732,112.712
blue,24.4356,113.404
blue,21.43,113.848
blue,18.3437,113.946
blue,15.2237,113.568
blue,12.1338,112.597
blue,9.31115,110.984
blue,6.90619,108.916
blue,4.89683,106.521
blue,3.22725,103.92
blue,1.8254,101.167
blue,0.65075,98.2972
blue,-0.326479,95.3715
blue,-1.13156,92.4412
blue,-1.786,89.5544
blue,-2.32472,86.7977
blue,-2.81668,84.2028
blue,-3.29986,81.7953
blue,-3.81752,79.6383
blue,-4.40916,77.7525
blue,-5.07243,76.1664
blue,-5.82917,74.8792
blue,-6.74825,73.766
blue,-7.94373,72.6988
blue,-9.47739,71.6097
blue,-11.3012,70.5016
blue,-13.3779,69.3737
blue,-15.6694,68.1819
blue,-18.0959,66.8912
blue,-20.6194,65.4635
blue,-23.1684,63.8401
blue,-25.6454,62.0347
blue,-28.0071,60.0453
blue,-30.2066,57.8707
blue,-32.1876,55.5073
blue,-33.906,52.9392
blue,-35.2933,50.1374
blue,-36.2358,47.1223
blue,-36.6534,43.9597
blue,-36.5091,40.8376
blue,-35.9588,37.877
blue,-35.1148,35.0643
blue,-34.1037,32.4063
blue,-33.0152,29.865
blue,-31.9128,27.4427
blue,-30.8788,25.1251
blue,-29.903,22.8495
blue,-28.9603,20.5665
blue,-27.9944,18.243
blue,-26.9676,15.8935
blue,-25.8497,13.5221
blue,-24.5896,11.1256
blue,-23.1524,8.73449
blue,-21.5322,6.38026
blue,-19.7294,4.09203
blue,-17.7703,1.89926
blue,-15.6613,-0.189901
blue,-13.413,-2.15848
blue,-11.0379,-3.98649
blue,-8.54186,-5.66045
blue,-5.93236,-7.16036
blue,-3.22158,-8.46141
blue,-0.414823,-9.54516
blue,2.48188,-10.3854
blue,5.45145,-10.95
blue,8.55179,-11.2155
blue,11.6557,-11.0892
blue,12.9158,-11.0218
car_start,12.3981,-6.0209
car_angle,1.34847,1.34847
