tag,x,y
blue,79.4384,81.2031
blue,77.92,83.5539
blue,76.184,85.8418
blue,74.2598,88.0118
blue,72.159,90.0464
blue,69.9031,91.9246
blue,67.5085,93.6265
blue,64.9789,95.1405
blue,62.3628,96.4192
blue,59.7249,97.4726
blue,57.1203,98.3263
blue,54.6048,99.0491
blue,52.1714,99.7204
blue,49.8384,100.38
blue,47.5782,101.109
blue,45.3019,101.937
blue,42.9318,102.87
blue,40.4065,103.838
blue,37.7377,104.727
blue,34.8918,105.453
blue,31.8675,105.862
blue,28.7983,105.855
blue,25.8559,105.468
blue,23.1283,104.864
blue,20.5612,104.183
blue,18.1321,103.507
blue,15.8696,102.943
blue,13.7116,102.567
blue,11.5964,102.387
blue,9.3543,102.437
blue,6.91478,102.618
blue,4.32046,102.88
blue,1.55862,103.108
blue,-1.32485,103.162
blue,-4.3563,102.903
blue,-7.43896,102.108
blue,-10.3303,100.741
blue,-12.8658,98.9337
blue,-15.0528,96.8878
blue,-17.0091,94.6968
blue,-18.8021,92.4159
blue,-20.4791,90.1371
blue,-22.1173,87.8974
blue,-23.7567,85.6838
blue,-25.4399,83.4584
blue,-27.1126,81.1559
blue,-28.7176,78.7604
blue,-30.183,76.2072
blue,-31.3913,73.4633
blue,-32.2362,70.4746
blue,-32.5267,67.3142
blue,-32.2463,64.1893
blue,-31.4878,61.2182
blue,-30.4124,58.4372
blue,-29.1247,55.7889
blue,-27.6894,53.2464
blue,-26.1951,50.8112
blue,-24.7072,48.4607
blue,-23.2637,46.1879
blue,-21.9182,43.9907
blue,-20.6761,41.8415
blue,-19.5539,39.7425
blue,-18.5759,37.7
blue,-17.7568,35.7063
blue,-17.105,33.765
blue,-16.6344,31.8657
blue,-16.3362,29.9554
blue,-16.1952,27.9608
blue,-16.1817,25.8224
blue,-16.2608,23.5425
blue,-16.4093,21.1217
blue,-16.5831,18.5415
blue,-16.731,15.8161
blue,-16.8168,12.9476
blue,-16.7839,9.93106
blue,-16.5952,6.84935
blue,-16.2226,3.73572
blue,-15.6225,0.638911
blue,-14.7416,-2.37776
blue,-13.5145,-5.28438
blue,-11.8222,-8.02916
blue,-9.57367,-10.4291
blue,-6.84607,-12.2743
blue,-3.9271,-13.4444
blue,-1.03767,-14.134
blue,1.80731,-14.5189
blue,4.55142,-14.753
blue,7.20039,-14.9622
blue,9.72217,-15.2107
blue,12.0417,-15.5811
blue,14.2043,-16.1444
blue,16.3362,-16.9363
blue,18.5355,-17.9546
blue,20.812,-19.1112
blue,23.1627,-20.3439
blue,25.6449,-21.5653
blue,28.2803,-22.6438
blue,31.1434,-23.4701
blue,34.2445,-23.8208
blue,37.3819,-23.5627
blue,40.3312,-22.7591
blue,43.0219,-21.6171
blue,45.5435,-20.2765
blue,47.9496,-18.8149
blue,50.2589,-17.3372
blue,52.5193,-15.9139
blue,54.7281,-14.5989
blue,56.9633,-13.4424
blue,59.2865,-12.3704
blue,61.7128,-11.3482
blue,64.2299,-10.2936
blue,66.7634,-9.14496
blue,69.2848,-7.83546
blue,71.7674,-6.23802
blue,74.0823,-4.24955
blue,76.1051,-1.82825
blue,77.622,0.879657
blue,78.7181,3.60487
blue,79.5374,6.29498
blue,80.2189,8.84759
blue,80.8885,11.242
blue,81.593,13.4179
blue,82.4245,15.3374
blue,83.4468,17.1209
blue,84.7266,18.8932
blue,86.2445,20.7481
blue,87.8915,22.6869
blue,89.604,24.7399
blue,91.2996,27.0106
blue,92.8078,29.5415
blue,93.9953,32.3159
blue,94.738,35.2334
blue,95.0692,38.1614
blue,95.044,41.0793
blue,94.7276,43.9574
blue,94.1763,46.8018
blue,93.4275,49.6148
blue,92.5269,52.3869
blue,91.5109,55.124
blue,90.4048,57.8252
blue,89.2467,60.4763
blue,88.0682,63.075
blue,86.8947,65.6089
blue,85.634,68.354
blue,85.1283,69.4516
car_start,80.6511,67.2243
car_angle,-0.415314,-0.415314
