tag,x,y
blue,46.757,-1.12669
blue,48.3127,0.595766
blue,49.8441,2.2331
blue,51.3736,3.78152
blue,52.9356,5.23557
blue,54.5574,6.59223
blue,56.246,7.84263
blue,57.9925,8.9582
blue,59.8052,9.92312
blue,61.6868,10.7283
blue,63.6333,11.3522
blue,65.6792,11.7806
blue,67.8478,12.0098
blue,70.255,12.0147
blue,72.8748,11.8756
blue,75.6397,11.64
blue,78.508,11.4145
blue,81.4039,11.3278
blue,84.3563,11.507
blue,87.4561,12.2417
blue,90.4771,13.9576
blue,92.8007,16.6703
blue,94.0655,19.7941
blue,94.5804,22.933
blue,94.6074,26.1087
blue,94.2945,29.2982
blue,93.7293,32.482
blue,92.959,35.6325
blue,92.0442,38.659
blue,91.0349,41.5084
blue,89.9677,44.1534
blue,88.8934,46.5957
blue,87.8477,48.8784
blue,86.8571,51.02
blue,85.9613,53.0363
blue,85.1809,54.976
blue,84.5264,56.858
blue,84.0069,58.7746
blue,83.5843,60.7984
blue,83.2466,62.9508
blue,82.962,65.2395
blue,82.7025,67.6358
blue,82.4466,70.1304
blue,82.1569,72.7235
blue,81.7956,75.3896
blue,81.3383,78.1115
blue,80.7511,80.869
blue,80.0179,83.6148
blue,79.1207,86.3324
blue,78.0311,89.0002
blue,76.7228,91.579
blue,75.1677,94.0454
blue,73.332,96.3509
blue,71.2298,98.4188
blue,68.9351,100.193
blue,66.5462,101.688
blue,64.1097,102.974
blue,61.6504,104.102
blue,59.2185,105.121
blue,56.8251,106.093
blue,54.4842,107.044
blue,52.1643,108.04
blue,49.8011,109.062
blue,47.3891,110.085
blue,44.9014,111.066
blue,42.3423,111.941
blue,39.6961,112.669
blue,36.9421,113.177
blue,34.1234,113.392
blue,31.3153,113.287
blue,28.5758,112.89
blue,25.9146,112.249
blue,23.3286,111.396
blue,20.8198,110.374
blue,18.3713,109.215
blue,15.9754,107.941
blue,13.6304,106.586
blue,11.3228,105.174
blue,9.0478,103.721
blue,6.80723,102.26
blue,4.59233,100.811
blue,2.41281,99.3979
blue,-0.0354166,97.8702
blue,-1.01418,97.2597
car_start,1.74137,93.0898
car_angle,4.18632,4.18632
