tag,x,y
blue,-27.7922,68.8489
blue,-28.9877,66.3142
blue,-30.1426,63.8712
blue,-31.3526,61.5407
blue,-32.6241,59.2283
blue,-33.9443,56.8985
blue,-35.2549,54.484
blue,-36.4599,51.9708
blue,-37.4897,49.3132
blue,-38.2236,46.4339
blue,-38.4904,43.3913
blue,-38.2336,40.3603
blue,-37.5438,37.5059
blue,-36.5988,34.8371
blue,-35.4921,32.3004
blue,-34.3362,29.8827
blue,-33.2078,27.5325
blue,-32.1604,25.2516
blue,-31.2486,22.9537
blue,-30.4013,20.5693
blue,-29.5823,18.0835
blue,-28.7013,15.5052
blue,-27.6814,12.9102
blue,-26.4387,10.3249
blue,-24.8238,7.78834
blue,-22.7426,5.47444
blue,-20.2528,3.55846
blue,-17.5054,2.1261
blue,-14.6365,1.11135
blue,-11.6789,0.437299
blue,-8.68279,0.036499
blue,-5.66859,-0.14893
blue,-2.65256,-0.153852
blue,0.306297,-0.0162611
blue,3.17268,0.213333
blue,5.91071,0.493236
blue,8.47482,0.755121
blue,10.8601,0.940556
blue,13.0432,1.01824
blue,14.9685,0.949363
blue,16.6385,0.709406
blue,18.0664,0.312149
blue,19.3992,-0.320792
blue,20.8135,-1.22998
blue,22.3268,-2.44127
blue,23.9752,-3.93332
blue,25.7488,-5.62268
blue,27.6622,-7.45943
blue,29.7757,-9.38416
blue,32.112,-11.2876
blue,34.6669,-13.0946
blue,37.4227,-14.7179
blue,40.2979,-16.1009
blue,43.2808,-17.2192
blue,46.349,-18.0264
blue,49.4728,-18.458
blue,52.6471,-18.4435
blue,55.8219,-17.8649
blue,58.8271,-16.6471
blue,61.4509,-14.8923
blue,63.6349,-12.8339
blue,65.5044,-10.6228
blue,67.1585,-8.32403
blue,68.6714,-6.03568
blue,70.1278,-3.80582
blue,71.5536,-1.69027
blue,73.0355,0.280174
blue,74.6123,2.18973
blue,76.299,4.08583
blue,78.0611,6.04053
blue,79.8146,8.07591
blue,81.5122,10.2346
blue,83.0891,12.6104
blue,84.4056,15.2353
blue,85.3564,18.0873
blue,85.8359,20.9786
blue,86.003,23.7345
blue,85.9875,26.3624
blue,85.9304,28.8213
blue,85.9417,31.1466
blue,86.0736,33.33
blue,86.397,35.3401
blue,86.9993,37.3002
blue,87.9416,39.3658
blue,89.2368,41.6047
blue,90.7247,43.9587
blue,92.2936,46.3859
blue,93.8041,48.9399
blue,95.0579,51.7004
blue,95.812,54.9619
blue,95.3199,58.7253
blue,93.3916,61.9133
blue,90.8744,64.0513
blue,88.2783,65.5886
blue,85.6668,66.8973
blue,83.1111,68.1019
blue,80.8398,69.2525
blue,78.9932,70.401
blue,77.5324,71.5744
blue,76.328,72.8778
blue,75.1932,74.4048
blue,74.0941,76.1802
blue,72.9456,78.2338
blue,71.6895,80.511
blue,70.2831,82.9736
blue,68.6659,85.5444
blue,66.8918,88.118
blue,64.9666,90.6692
blue,62.9081,93.1559
blue,60.7321,95.5344
blue,58.4435,97.7773
blue,56.0451,99.845
blue,53.5416,101.688
blue,50.9189,103.27
blue,48.1491,104.53
blue,45.2201,105.374
blue,41.986,105.686
blue,39.0924,105.267
blue,37.8972,105.054
car_start,39.1153,100.156
car_angle,4.18618,4.18618
