tag,x,y
path,-8.27502,84.5348
path,-10.272,83.0424
path,-12.3815,81.739
path,-14.533,80.5201
path,-16.68,79.3169
path,-18.7522,78.0254
path,-20.6787,76.5401
path,-22.4264,74.8208
path,-23.9615,72.8404
path,-25.2868,70.6492
path,-26.4003,68.2726
path,-27.2994,65.7496
path,-27.9815,63.1191
path,-28.4448,60.4068
path,-28.6867,57.6518
path,-28.7045,54.8927
path,-28.4965,52.1555
path,-28.06,49.4791
path,-27.3924,46.9023
path,-26.492,44.4509
path,-25.1833,41.9513
path,-24.6507,40.9543
big_orange,-20.7893,44.2119
big_orange,-19.4112,42.4026
yellow,-17.9231,40.6964
yellow,-16.3377,39.1449
yellow,-14.5411,37.4595
yellow,-12.6645,35.6308
yellow,-10.7636,33.61
yellow,-9.00301,31.4021
yellow,-7.42851,29.1499
yellow,-6.01439,26.8973
yellow,-4.71804,24.7228
yellow,-3.47357,22.6485
yellow,-2.25743,20.702
yellow,-0.989761,18.8686
yellow,0.365644,17.0424
yellow,1.814,15.189
yellow,3.34635,13.2456
yellow,4.91891,11.1893
yellow,6.51308,8.99463
yellow,8.03454,6.70038
yellow,9.46977,4.48378
yellow,10.8275,2.43512
yellow,12.0973,0.731113
yellow,13.2802,-0.540257
yellow,14.2861,-1.34604
yellow,15.2753,-1.7817
yellow,16.578,-2.06683
yellow,18.3386,-2.1668
yellow,20.5679,-2.11939
yellow,23.1246,-2.01476
yellow,25.9671,-1.94402
yellow,29.0818,-2.08499
yellow,32.2966,-2.60398
yellow,35.3907,-3.48704
yellow,38.2037,-4.567
yellow,40.7285,-5.62712
yellow,42.9618,-6.55437
yellow,44.7806,-7.18353
yellow,46.1159,-7.44772
yellow,46.9052,-7.45852
yellow,47.5843,-7.20248
yellow,48.6291,-6.54099
yellow,49.986,-5.34621
yellow,51.6001,-3.68664
yellow,53.3975,-1.75536
yellow,55.3948,0.343429
yellow,57.6714,2.45004
yellow,60.2058,4.346
yellow,62.8589,5.89592
yellow,65.4523,7.11712
yellow,67.9095,8.14047
yellow,70.1922,9.0443
yellow,72.203,9.89817
yellow,73.9304,10.7849
yellow,75.3826,11.7232
yellow,76.6442,12.8334
yellow,77.8399,14.1756
yellow,78.9644,15.7574
yellow,80.0243,17.5677
yellow,81.0096,19.5608
yellow,81.9171,21.7107
yellow,82.7575,23.9865
yellow,83.5361,26.3307
yellow,84.2499,28.7044
yellow,84.8942,31.0554
yellow,85.447,33.3641
yellow,85.9017,35.6298
yellow,86.2455,37.8432
yellow,86.4684,40.0058
yellow,86.5653,42.1145
yellow,86.5262,44.1653
yellow,86.3423,46.1828
yellow,86.0121,48.2158
yellow,85.5436,50.3154
yellow,84.9673,52.4943
yellow,84.3029,54.7539
yellow,83.5818,57.1163
yellow,82.847,59.5774
yellow,82.1249,62.1511
yellow,81.4729,64.8276
yellow,80.9108,67.535
yellow,80.4309,70.1954
yellow,79.9793,72.7197
yellow,79.4966,75.0776
yellow,78.9576,77.2314
yellow,78.3396,79.102
yellow,77.6214,80.6693
yellow,76.8225,81.9306
yellow,75.8529,82.9716
yellow,74.6252,83.9215
yellow,73.0896,84.7864
yellow,71.2592,85.5588
yellow,69.2056,86.2144
yellow,66.9728,86.7429
yellow,64.6153,87.1513
yellow,62.2109,87.4487
yellow,59.7971,87.6425
yellow,57.4093,87.7493
yellow,55.0435,87.782
yellow,52.6916,87.75
yellow,50.3376,87.6676
yellow,47.9775,87.5498
yellow,45.6058,87.4065
yellow,43.2045,87.2521
yellow,40.7625,87.1062
yellow,38.2577,86.9883
yellow,35.663,86.9396
yellow,32.9878,87.0099
yellow,30.2351,87.2357
yellow,27.3967,87.6706
yellow,24.5003,88.3639
yellow,21.5542,89.3469
yellow,18.6503,90.6359
yellow,15.8777,92.0821
yellow,13.26,93.5836
yellow,10.8709,94.957
yellow,8.7522,96.0652
yellow,7.01989,96.8132
yellow,5.95945,97.1095
yellow,5.71204,97.1277
yellow,5.79499,97.169
yellow,5.388,96.7094
yellow,4.52026,95.4394
yellow,3.47583,93.4936
yellow,2.28474,91.0727
yellow,0.923262,88.4298
yellow,-0.698351,85.6627
yellow,-2.70263,83.0322
yellow,-5.00959,80.7484
yellow,-7.45811,78.9093
yellow,-9.83454,77.4363
yellow,-12.0785,76.164
yellow,-14.1352,75.013
yellow,-15.9002,73.9186
yellow,-17.3921,72.772
yellow,-18.6865,71.5022
yellow,-19.8378,70.0128
yellow,-20.8761,68.2943
yellow,-21.7753,66.3728
yellow,-22.5194,64.283
yellow,-23.0926,62.071
yellow,-23.4859,59.7672
yellow,-23.6922,57.4166
yellow,-23.7075,55.0656
yellow,-23.5316,52.7466
yellow,-23.1669,50.5075
yellow,-22.6191,48.3909
yellow,-21.9259,46.4883
yellow,-20.7592,44.281
yellow,-20.2989,43.4165
big_orange,-28.608,37.9775
big_orange,-27.1458,36.0643
blue,-25.205,33.8427
blue,-23.2622,31.9302
blue,-21.4507,30.2305
blue,-19.7921,28.6167
blue,-18.3195,27.0596
blue,-17.0175,25.4214
blue,-15.7662,23.6288
blue,-14.5459,21.6807
blue,-13.3004,19.5903
blue,-12.0006,17.4246
blue,-10.6129,15.2078
blue,-9.11994,13.0462
blue,-7.59052,10.9844
blue,-6.0523,9.01476
blue,-4.5518,7.1121
blue,-3.0983,5.2123
blue,-1.70323,3.29443
blue,-0.330768,1.22118
blue,1.10684,-0.999049
blue,2.65365,-3.32577
blue,4.42558,-5.6833
blue,6.524,-7.9128
blue,9.10201,-9.89738
blue,12.1111,-11.2679
blue,15.181,-11.9688
blue,18.1335,-12.1647
blue,20.872,-12.1148
blue,23.4574,-12.0092
blue,25.8779,-11.9436
blue,28.0655,-12.0332
blue,30.1152,-12.3632
blue,32.2093,-12.9675
blue,34.469,-13.8434
blue,36.8788,-14.8564
blue,39.4249,-15.908
blue,42.2046,-16.846
blue,45.2593,-17.411
blue,48.6396,-17.307
blue,51.8838,-16.231
blue,54.591,-14.5694
blue,56.863,-12.6062
blue,58.8408,-10.5838
blue,60.6819,-8.60646
blue,62.4254,-6.7679
blue,64.0829,-5.22412
blue,65.7332,-3.98752
blue,67.507,-2.95817
blue,69.4988,-2.02756
blue,71.6717,-1.12484
blue,73.9928,-0.20531
blue,76.4526,0.846057
blue,78.9522,2.13725
blue,81.4228,3.7536
blue,83.6869,5.73404
blue,85.658,7.9404
blue,87.3604,10.3254
blue,88.826,12.8211
blue,90.1019,15.3979
blue,91.2156,18.0313
blue,92.1938,20.6765
blue,93.0701,23.3136
blue,93.8609,25.9424
blue,94.5802,28.5693
blue,95.2134,31.2154
blue,95.7471,33.8781
blue,96.1632,36.5627
blue,96.4408,39.2637
blue,96.5644,41.9812
blue,96.5111,44.7147
blue,96.2634,47.4365
blue,95.8324,50.1032
blue,95.2599,52.6806
blue,94.5992,55.1825
blue,93.8823,57.6236
blue,93.1551,60.0064
blue,92.4522,62.3595
blue,91.7985,64.6854
blue,91.2282,67.0262
blue,90.7282,69.4374
blue,90.2733,71.9635
blue,89.8001,74.6043
blue,89.2469,77.2984
blue,88.5599,80.0234
blue,87.6433,82.7683
blue,86.398,85.4621
blue,84.7311,88.0506
blue,82.6019,90.3507
blue,80.1592,92.2507
blue,77.5013,93.7607
blue,74.7298,94.9373
blue,71.8807,95.85
blue,68.9816,96.539
blue,66.0861,97.0425
blue,63.228,97.3968
blue,60.4241,97.6228
blue,57.7041,97.7449
blue,55.0464,97.782
blue,52.4499,97.7471
blue,49.9141,97.6586
blue,47.4271,97.5346
blue,44.9835,97.3871
blue,42.5852,97.2329
blue,40.2283,97.0919
blue,37.9268,96.9828
blue,35.6984,96.9396
blue,33.5257,96.9954
blue,31.4001,97.1676
blue,29.3214,97.4836
blue,27.2531,97.9775
blue,25.1829,98.6653
blue,23.0042,99.6383
blue,20.6835,100.852
blue,18.2395,102.256
blue,15.6808,103.724
blue,13.0452,105.097
blue,10.2699,106.27
blue,7.14936,107.038
blue,3.62969,106.908
blue,0.215495,105.468
blue,-2.26586,103.145
blue,-4.01457,100.651
blue,-5.41349,98.074
blue,-6.64717,95.5695
blue,-7.84584,93.2363
blue,-9.02026,91.2076
blue,-10.2256,89.6204
blue,-11.5405,88.3212
blue,-13.0858,87.1755
blue,-14.9284,86.0417
blue,-16.9875,84.8762
blue,-19.2248,83.6209
blue,-21.6042,82.1323
blue,-23.9652,80.3082
blue,-26.1663,78.1394
blue,-28.0852,75.668
blue,-29.6975,73.0042
blue,-31.0253,70.1725
blue,-32.0795,67.2162
blue,-32.8704,64.1672
blue,-33.4037,61.0464
blue,-33.6812,57.887
blue,-33.7015,54.7198
blue,-33.4614,51.5644
blue,-32.9531,48.4507
blue,-32.1657,45.4137
blue,-31.058,42.4136
blue,-29.6074,39.6217
blue,-29.0024,38.4921
car_start,-24.6986,41.0947
car_angle,2.46846,2.46846
